step,age_per_site,migration_rates_per_site,abiotic_value_per_site,species,site,summary
1,0.19987109247774534,0.0764711996423881,0.044564830544497475,Trachinus draco,47,std
1,0.31603030875998483,0.09293114931850455,0.055837593556922194,Hippoglossoides platessoides,47,std
1,0.3563483225498992,0.09456979171436486,0.08956977968165969,Lumpenus lampretaeformis,47,std
1,0.2689602488432698,0.09468028622177986,0.07344718439632195,Lycodes vahlii,47,std
1,0.2666787612158108,0.10121124768529531,0.07630713660822824,Enchelyopus cimbrius,47,std
1,0.3844258722192448,0.17661033914620905,0.0992964786815826,Lycenchelys sarsii,47,std
1,0.16113631583445662,0.056202669537665256,0.04628150450883784,Glyptocephalus cynoglossus,47,std
1,0.362297917338298,0.14880276853355612,0.09198473386501269,Platichthys flesus,48,std
1,0.0,0.0,0.01224093512482387,Aphia minuta,48,std
1,0.37858991295610456,0.1425877797636027,0.08435828026145105,Chelidonichthys cuculus,48,std
1,0.1690308509457033,0.0004131054125924427,0.052003183894673385,Dicentrarchus labrax,48,std
1,0.3896550541358077,0.15495309507744542,0.08208838364760769,Scophthalmus rhombus,48,std
1,0.3120938919661796,0.12927841260003106,0.016568205482999122,Trachinus draco,48,std
1,0.35186577527449836,0.11782465093250033,0.07744177518026735,Hippoglossoides platessoides,48,std
1,0.41040151368211997,0.14299420327263893,0.0992896590796448,Lumpenus lampretaeformis,48,std
1,0.21801574300387314,0.10083574721260716,0.046920390201357874,Lycodes vahlii,48,std
1,0.2354006578914349,0.0616006623468103,0.03498201781339008,Enchelyopus cimbrius,48,std
1,0.27152438232335313,0.13838814298157073,0.03893672577651004,Lycenchelys sarsii,48,std
1,0.24043472671155014,0.12009501312170803,0.06037302980434813,Glyptocephalus cynoglossus,48,std
1,0.25765588412036844,0.1198411183635411,0.07072268951836268,Platichthys flesus,49,std
1,0.3223982093132047,0.13478522146501598,0.07269187598999777,Aphia minuta,49,std
1,0.27404751561786966,0.0714120136697514,0.0704525910709979,Chelidonichthys cuculus,49,std
1,0.22629428592141426,0.12133738545961663,0.0656898085304202,Dicentrarchus labrax,49,std
1,0.36749106632702194,0.12583149649434613,0.07987966273305394,Scophthalmus rhombus,49,std
1,0.2910959328215754,0.13376621415920192,0.07300511710965361,Trachinus draco,49,std
1,0.32250088390476095,0.0992090101404026,0.08017842509175742,Hippoglossoides platessoides,49,std
1,0.22621045769630363,0.08184945612893066,0.034806937265363394,Lumpenus lampretaeformis,49,std
1,0.0,2.2425405839770103e-16,0.00973517183938069,Lycodes vahlii,49,std
1,0.31835154922644665,0.10291682269615214,0.07766461983154091,Enchelyopus cimbrius,49,std
1,0.23121228232266414,0.07971448661989247,0.05535413700581107,Lycenchelys sarsii,49,std
1,0.3270349700838643,0.1163178906063432,0.05320303363048041,Glyptocephalus cynoglossus,49,std
1,0.19611613513818404,4.528839093602941e-16,0.009609634758164174,Platichthys flesus,50,std
1,0.2549717059293527,0.08186636121409006,0.01471891637282809,Aphia minuta,50,std
1,0.36313651960128146,0.14675476933400355,0.02701358098019233,Chelidonichthys cuculus,50,std
1,0.3144660377352201,0.10814556023891178,0.06961508768946695,Dicentrarchus labrax,50,std
1,0.3850133687518487,0.0945542764014521,0.07317530869599252,Scophthalmus rhombus,50,std
1,0.17490598978639324,0.0906034965208995,0.04202486913242023,Trachinus draco,50,std
1,0.0,4.528839093602941e-16,0.009999006644608222,Hippoglossoides platessoides,50,std
1,0.3415650255319866,0.1571541249277885,0.09955396099481405,Lumpenus lampretaeformis,50,std
1,0.27655744116700276,0.08894684302140868,0.04908367492752886,Lycodes vahlii,50,std
1,0.26540582429993326,0.09370281718954543,0.07435033591901112,Enchelyopus cimbrius,50,std
1,0.29614458108029906,0.15157164867905074,0.0529252404542782,Lycenchelys sarsii,50,std
1,0.2773500981126146,0.027356295920068288,0.08805140329928221,Glyptocephalus cynoglossus,50,std
1,0.3731881648615,0.13857141163183515,0.086822535370988,Platichthys flesus,51,std
1,0.2859923532114514,0.09608190251788343,0.04947670365992877,Aphia minuta,51,std
1,0.2522624895547565,0.012168382678641395,0.07391535508535645,Chelidonichthys cuculus,51,std
1,0.3675782638096061,0.13540910137937393,0.08407728232692821,Dicentrarchus labrax,51,std
1,0.41514875026728054,0.18079606591978645,0.07051713411093605,Scophthalmus rhombus,51,std
1,0.0,4.586533637279208e-16,0.010876379325118703,Trachinus draco,51,std
1,0.0,0.0,0.00697515665499812,Hippoglossoides platessoides,51,std
1,0.3561556497471953,0.09865504705789419,0.07325459314216635,Lumpenus lampretaeformis,51,std
1,0.0,0.0,0.010167163599073072,Lycodes vahlii,51,std
1,0.39277493797177815,0.17195441528421596,0.0877513849710384,Enchelyopus cimbrius,51,std
1,0.0,2.24873312656119e-16,0.009872367703732822,Lycenchelys sarsii,51,std
1,0.33655211592363116,0.1427782596715094,0.07229991973990897,Glyptocephalus cynoglossus,51,std
1,0.3541688016605732,0.11940484860799326,0.08761860507284717,Platichthys flesus,52,std
1,0.28012644457404984,0.11546588669208953,0.05817504511788682,Aphia minuta,52,std
1,0.3820047143818447,0.17236401440599824,0.08108370437946524,Chelidonichthys cuculus,52,std
1,0.24802707501094023,0.08567092569411257,0.057454477021567064,Dicentrarchus labrax,52,std
1,0.0,0.0,0.013821238787951745,Scophthalmus rhombus,52,std
1,0.2061330698622676,0.07348372944963515,0.031196239020060794,Trachinus draco,52,std
1,0.37796447300922725,0.1502690152039186,0.10163288772861237,Hippoglossoides platessoides,52,std
1,0.2323106841457232,0.08258507972585899,0.05186897573349414,Lumpenus lampretaeformis,52,std
1,0.3337119062359573,0.12029413663437882,0.06858742145058054,Lycodes vahlii,52,std
1,0.2976782961926058,0.12372711536475103,0.015067987672807061,Enchelyopus cimbrius,52,std
1,0.14907119849998599,0.007480643996553087,0.01077630593056403,Lycenchelys sarsii,52,std
1,0.2130214807490179,0.10385280244555845,0.04953775666127583,Glyptocephalus cynoglossus,52,std
1,0.3371418043988196,0.1186252207630476,0.0817810701120678,Platichthys flesus,53,std
1,0.21978417765108277,0.08953214329453676,0.03735420296009584,Aphia minuta,53,std
1,0.0,0.0,0.011124948759522519,Chelidonichthys cuculus,53,std
1,0.3061414112013051,0.12999449529893448,0.0713613879158983,Dicentrarchus labrax,53,std
1,0.37529331252040077,0.12525257963132663,0.0780606173711177,Scophthalmus rhombus,53,std
1,0.3170352877132764,0.1297743184816384,0.07722343354633524,Trachinus draco,53,std
1,0.18569533817705186,0.09192366309889421,0.053562635581838214,Hippoglossoides platessoides,53,std
1,0.2964785715342602,0.05838543265313618,0.05679246133635877,Lumpenus lampretaeformis,53,std
1,0.2234037956221125,0.10353447108607164,0.05378111089757362,Lycodes vahlii,53,std
1,0.24802707501094023,0.07222091158643804,0.066588691709931,Enchelyopus cimbrius,53,std
1,0.27917652063748477,0.09232098601066582,0.0746797538947786,Lycenchelys sarsii,53,std
1,0.0,2.275280134513746e-16,0.009755657226843484,Glyptocephalus cynoglossus,53,std
1,0.2626422720087394,0.07534463374858212,0.0661286673347649,Platichthys flesus,54,std
1,0.4593396431851038,0.25167207142413134,0.09091104886022316,Aphia minuta,54,std
1,0.0,0.0,0.013748250048342665,Chelidonichthys cuculus,54,std
1,0.21821789023599236,0.03198034094724039,0.06184488991029867,Dicentrarchus labrax,54,std
1,0.3429067872462373,0.1367121578960825,0.07984714939458204,Scophthalmus rhombus,54,std
1,0.2827335699999883,0.0591660514750459,0.04628157223612575,Trachinus draco,54,std
1,0.2906361870283388,0.06953968721774753,0.07561605667087046,Hippoglossoides platessoides,54,std
1,0.2831206276062635,0.12159608293294992,0.0397222281194718,Lumpenus lampretaeformis,54,std
1,0.34280333180088157,0.10850877529599706,0.07439598557548623,Lycodes vahlii,54,std
1,0.3652311999283316,0.12465586905094447,0.07445692436272777,Enchelyopus cimbrius,54,std
1,0.42893202722888857,0.2605013989538856,0.08625680020553848,Lycenchelys sarsii,54,std
1,0.3596943895981083,0.16651757324422797,0.07231328414831585,Glyptocephalus cynoglossus,54,std
1,0.19694638556693236,0.055684219621713056,0.033751364350408465,Platichthys flesus,55,std
1,0.3187276291558383,0.012719346794664424,0.07265523223630399,Aphia minuta,55,std
1,0.3984365646688678,0.15635243125961656,0.07712319063558389,Chelidonichthys cuculus,55,std
1,0.3954520642861981,0.16818118704552806,0.08295627497041344,Dicentrarchus labrax,55,std
1,0.4196434545311265,0.19979493822764127,0.10429914778846079,Scophthalmus rhombus,55,std
1,0.25776963111323353,0.11836843736831627,0.04630262573866391,Trachinus draco,55,std
1,0.2465209134587992,0.0775071946227009,0.04684141526895041,Hippoglossoides platessoides,55,std
1,0.37553380809940534,0.11758528919593245,0.09218634053104627,Lumpenus lampretaeformis,55,std
1,0.31115243011688337,0.1260917916647065,0.04667887870538766,Lycodes vahlii,55,std
1,0.3616202853397895,0.10529256672450338,0.09778096234446829,Enchelyopus cimbrius,55,std
1,0.0,0.0,0.005704704673822966,Lycenchelys sarsii,55,std
1,0.2666375275454884,0.11226825748118194,0.0397709262843521,Glyptocephalus cynoglossus,55,std
1,0.2667467828369185,0.005626073476395756,0.04664865231023671,Platichthys flesus,56,std
1,0.2340901157763752,0.0968132936369106,0.03536800649658379,Aphia minuta,56,std
1,0.23872115183006284,0.08699688549907467,0.0607341379892815,Chelidonichthys cuculus,56,std
1,0.24843009105039035,0.042521217568281595,0.04228013739136187,Dicentrarchus labrax,56,std
1,0.19245008972987526,0.0708043798739548,0.05557665180657903,Scophthalmus rhombus,56,std
1,0.0,4.596760034896314e-16,0.007885630898933677,Trachinus draco,56,std
1,0.362297917338298,0.1173838792953128,0.07561594849444561,Hippoglossoides platessoides,56,std
1,0.3087092781885836,0.07464686748850656,0.07504533929315786,Lumpenus lampretaeformis,56,std
1,0.3502700038973535,0.15825371897674523,0.08657793201899601,Lycodes vahlii,56,std
1,0.37169331718364335,0.15745685283218253,0.08499375714800118,Enchelyopus cimbrius,56,std
1,0.34471315683307935,0.14362666873854313,0.07753607711791778,Lycenchelys sarsii,56,std
1,0.4055052697678833,0.14183036445515787,0.07768144380357707,Glyptocephalus cynoglossus,56,std
1,0.35517479044423933,0.10844753861221834,0.08012677846176161,Platichthys flesus,57,std
1,0.23937915584427602,0.08379222283941727,0.05561476070509022,Aphia minuta,57,std
1,0.0,2.3111135221866393e-16,0.011815515326398655,Chelidonichthys cuculus,57,std
1,0.2953065639704594,0.13062823847097077,0.07099545480593857,Dicentrarchus labrax,57,std
1,0.18250263020391777,0.056059270824539514,0.034957877798364644,Scophthalmus rhombus,57,std
1,0.0,2.3111135221866393e-16,0.012553190306876906,Trachinus draco,57,std
1,0.0,0.0,0.009198052031404893,Hippoglossoides platessoides,57,std
1,0.27404751561786966,0.11030238723187565,0.05896929342399169,Lumpenus lampretaeformis,57,std
1,0.29806355463524553,0.1224746276252746,0.039298991174670644,Lycodes vahlii,57,std
1,0.31844693546056513,0.08676022464313574,0.050598159942374155,Enchelyopus cimbrius,57,std
1,0.25433830943623054,0.10048416054853013,0.06686826002097836,Lycenchelys sarsii,57,std
1,0.28867513459481287,0.15703529583608697,0.009412798271982754,Glyptocephalus cynoglossus,57,std
1,0.17403580533459642,0.06094616587190729,0.03696448821940252,Platichthys flesus,58,std
1,0.39499774943783905,0.16443224804781637,0.0881351018223941,Aphia minuta,58,std
1,0.28912724941310364,0.11326431967910648,0.04604086503150679,Chelidonichthys cuculus,58,std
1,0.0,4.577566798522237e-16,0.00932403337993112,Dicentrarchus labrax,58,std
1,0.4058397249567139,0.15184800866172138,0.08838695578878313,Scophthalmus rhombus,58,std
1,0.3509312031717982,0.11567079517711373,0.07866545249902997,Trachinus draco,58,std
1,0.0,0.0,0.010363227429602646,Hippoglossoides platessoides,58,std
1,0.0,2.304265763365491e-16,0.008215779332462154,Lumpenus lampretaeformis,58,std
1,0.26201912119830506,0.10895623227181636,0.057238000405970886,Lycodes vahlii,58,std
1,0.33937440336141056,0.09254692144984575,0.08764368605639644,Enchelyopus cimbrius,58,std
1,0.29424494316824984,0.09897779337168612,0.086478914857521,Lycenchelys sarsii,58,std
1,0.35125008665710444,0.13438817739709183,0.0870526163961953,Glyptocephalus cynoglossus,58,std
1,0.37553380809940534,0.1570326296417582,0.06878709531190132,Platichthys flesus,59,std
1,0.4031128874149275,0.034091479407668546,0.012792097990474455,Aphia minuta,59,std
1,0.3349320635285418,0.1511383341032217,0.07825255173025547,Chelidonichthys cuculus,59,std
1,0.37974136319223817,0.16276697568008372,0.08463486412308188,Dicentrarchus labrax,59,std
1,0.3120938919661796,0.13943104808975837,0.06460308053840372,Scophthalmus rhombus,59,std
1,0.30565967194176336,0.11128759347880446,0.06980657812516056,Trachinus draco,59,std
1,0.25,0.016067650362585006,0.07199935428166973,Hippoglossoides platessoides,59,std
1,0.29614458108029906,0.016921131845227578,0.05269685548867643,Lumpenus lampretaeformis,59,std
1,0.23872115183006284,0.09952167019211136,0.05126609498783028,Lycodes vahlii,59,std
1,0.362297917338298,0.1445333240869652,0.0751330925833957,Enchelyopus cimbrius,59,std
1,0.2689602488432698,0.08744839042923362,0.06711581175361127,Lycenchelys sarsii,59,std
1,0.342106240131161,0.1314741762993609,0.07986910317585463,Glyptocephalus cynoglossus,59,std
1,0.25788071477756375,0.06877053584703327,0.07952947754854914,Platichthys flesus,60,std
1,0.38460472186286,0.1428355940113044,0.08903192249200782,Aphia minuta,60,std
1,0.2548644623048696,0.11729136295331548,0.03255781379898163,Chelidonichthys cuculus,60,std
1,0.2517674638681178,0.09236292560166652,0.05069151945125035,Dicentrarchus labrax,60,std
1,0.3128175729878781,0.12786629139526728,0.08108456875222884,Scophthalmus rhombus,60,std
1,0.32691113407342054,0.11497425118982582,0.06195895171867862,Trachinus draco,60,std
1,0.3914265886239791,0.1693223117694642,0.09793012566525497,Hippoglossoides platessoides,60,std
1,0.24963741822833801,0.07705998354774646,0.017780420218435677,Lumpenus lampretaeformis,60,std
1,0.36551776819519566,0.14633863039059292,0.08039472826072443,Lycodes vahlii,60,std
1,0.27688746209726917,0.10135361841408107,0.06182453288764976,Enchelyopus cimbrius,60,std
1,0.0,0.0,0.010773998106421883,Lycenchelys sarsii,60,std
1,0.16222142113076254,0.09382692664403593,0.00982953421146098,Glyptocephalus cynoglossus,60,std
1,1.0,1.414,0.28703754523148406,Platichthys flesus,1,median
1,1.0,1.414,0.28758614329729953,Aphia minuta,1,median
1,1.0,1.414,0.2793214249610991,Chelidonichthys cuculus,1,median
1,1.0,1.414,0.28964452027449666,Dicentrarchus labrax,1,median
1,1.0,1.414,0.28692044572106484,Scophthalmus rhombus,1,median
1,1.0,1.414,0.29037834149224606,Trachinus draco,1,median
1,1.0,1.414,0.2861042068450653,Hippoglossoides platessoides,1,median
1,1.0,1.414,0.2883721405718206,Lumpenus lampretaeformis,1,median
1,1.0,1.414,0.2886751623309267,Lycodes vahlii,1,median
1,1.0,1.414,0.287353391480679,Enchelyopus cimbrius,1,median
1,1.0,1.414,0.2896339519562115,Lycenchelys sarsii,1,median
1,1.0,1.414,0.2876353042652268,Glyptocephalus cynoglossus,1,median
1,1.0,1.414,0.2879765330846855,Platichthys flesus,2,median
1,1.0,1.414,0.28755546326997694,Aphia minuta,2,median
1,1.0,1.414,0.29088593650975275,Chelidonichthys cuculus,2,median
1,1.0,1.414,0.28423195861387984,Dicentrarchus labrax,2,median
1,1.0,1.414,0.2867252493001862,Scophthalmus rhombus,2,median
1,1.0,1.414,0.28823383463560737,Trachinus draco,2,median
1,1.0,1.414,0.28614185522037217,Hippoglossoides platessoides,2,median
1,1.0,1.414,0.2873148817405107,Lumpenus lampretaeformis,2,median
1,1.0,1.414,0.2887895443564285,Lycodes vahlii,2,median
1,1.0,1.414,0.2872250984140835,Enchelyopus cimbrius,2,median
1,1.0,1.414,0.28345790776915264,Lycenchelys sarsii,2,median
1,1.0,1.414,0.27718309994978285,Glyptocephalus cynoglossus,2,median
1,1.0,1.414,0.2891787335001627,Platichthys flesus,3,median
1,1.0,1.414,0.28675880437778234,Aphia minuta,3,median
1,1.0,1.414,0.28466802515776785,Chelidonichthys cuculus,3,median
1,1.0,1.414,0.2863449594540166,Dicentrarchus labrax,3,median
1,1.0,1.414,0.286514510285546,Scophthalmus rhombus,3,median
1,1.0,1.414,0.28852869584376206,Trachinus draco,3,median
1,1.0,1.414,0.2890191579719635,Hippoglossoides platessoides,3,median
1,1.0,1.414,0.2852158704251026,Lumpenus lampretaeformis,3,median
1,1.0,1.414,0.2919184875512954,Lycodes vahlii,3,median
1,1.0,1.414,0.2894722358811047,Enchelyopus cimbrius,3,median
1,1.0,1.414,0.28449690827255425,Lycenchelys sarsii,3,median
1,1.0,1.414,0.2876205613328327,Glyptocephalus cynoglossus,3,median
1,1.0,1.414,0.2881207200366743,Platichthys flesus,4,median
1,1.0,1.414,0.287319346184783,Aphia minuta,4,median
1,1.0,1.414,0.2864797966853834,Chelidonichthys cuculus,4,median
1,1.0,1.414,0.2881219623229734,Dicentrarchus labrax,4,median
1,1.0,1.414,0.28891255522947745,Scophthalmus rhombus,4,median
1,1.0,1.414,0.28859659078104694,Trachinus draco,4,median
1,1.0,1.414,0.28816234775242533,Hippoglossoides platessoides,4,median
1,1.0,1.414,0.290274761435817,Lumpenus lampretaeformis,4,median
1,1.0,1.414,0.28642068413940724,Lycodes vahlii,4,median
1,1.0,1.414,0.2876885892487243,Enchelyopus cimbrius,4,median
1,1.0,1.414,0.2904918666141256,Lycenchelys sarsii,4,median
1,1.0,1.414,0.2906161625285475,Glyptocephalus cynoglossus,4,median
1,1.0,1.414,0.2886315180207669,Platichthys flesus,5,median
1,1.0,1.414,0.28674408628514947,Aphia minuta,5,median
1,1.0,1.414,0.28827277957386177,Chelidonichthys cuculus,5,median
1,1.0,1.414,0.28769338383357407,Dicentrarchus labrax,5,median
1,1.0,1.414,0.28671647961521296,Scophthalmus rhombus,5,median
1,1.0,1.414,0.2871031151981101,Trachinus draco,5,median
1,1.0,1.414,0.28305730609113544,Hippoglossoides platessoides,5,median
1,1.0,1.414,0.28558131224176025,Lumpenus lampretaeformis,5,median
1,1.0,1.414,0.2878447686211501,Lycodes vahlii,5,median
1,1.0,1.414,0.284402951004415,Enchelyopus cimbrius,5,median
1,1.0,1.414,0.28520138148111296,Lycenchelys sarsii,5,median
1,1.0,1.414,0.28950251682927225,Glyptocephalus cynoglossus,5,median
1,1.0,1.414,0.28624293341761575,Platichthys flesus,6,median
1,1.0,1.414,0.289362036207983,Aphia minuta,6,median
1,1.0,1.414,0.28523862385744037,Chelidonichthys cuculus,6,median
1,1.0,1.414,0.2890478183067583,Dicentrarchus labrax,6,median
1,1.0,1.414,0.28406992052580166,Scophthalmus rhombus,6,median
1,1.0,1.414,0.2822981237944225,Trachinus draco,6,median
1,1.0,1.414,0.2874994655586602,Hippoglossoides platessoides,6,median
1,1.0,1.414,0.2887174626112169,Lumpenus lampretaeformis,6,median
1,1.0,1.414,0.28568509074985,Lycodes vahlii,6,median
1,1.0,1.414,0.286468838734242,Enchelyopus cimbrius,6,median
1,1.0,1.414,0.2875048121154494,Lycenchelys sarsii,6,median
1,1.0,1.414,0.2865862089897895,Glyptocephalus cynoglossus,6,median
1,1.0,1.414,0.2871636823622636,Platichthys flesus,7,median
1,1.0,1.414,0.28764215249392366,Aphia minuta,7,median
1,1.0,1.414,0.28691819968411625,Chelidonichthys cuculus,7,median
1,1.0,1.414,0.28772350746216796,Dicentrarchus labrax,7,median
1,1.0,1.414,0.28583800167011125,Scophthalmus rhombus,7,median
1,1.0,1.414,0.2855414736063347,Trachinus draco,7,median
1,1.0,1.414,0.28686648177880125,Hippoglossoides platessoides,7,median
1,1.0,1.414,0.2878454244641313,Lumpenus lampretaeformis,7,median
1,1.0,1.414,0.289030660339506,Lycodes vahlii,7,median
1,1.0,1.414,0.29085219202567325,Enchelyopus cimbrius,7,median
1,1.0,1.414,0.2881806819776145,Lycenchelys sarsii,7,median
1,1.0,1.414,0.2879922698255794,Glyptocephalus cynoglossus,7,median
1,1.0,1.414,0.28696992147832867,Platichthys flesus,8,median
1,1.0,1.414,0.2861543960611151,Aphia minuta,8,median
1,1.0,1.414,0.29082428615549694,Chelidonichthys cuculus,8,median
1,1.0,1.414,0.2883263547359196,Dicentrarchus labrax,8,median
1,1.0,1.414,0.2854236494317914,Scophthalmus rhombus,8,median
1,1.0,1.414,0.2852604700514557,Trachinus draco,8,median
1,1.0,1.414,0.28541421664513733,Hippoglossoides platessoides,8,median
1,1.0,1.414,0.2854903138226876,Lumpenus lampretaeformis,8,median
1,1.0,1.414,0.2907331621021513,Lycodes vahlii,8,median
1,1.0,1.414,0.2900064789875386,Enchelyopus cimbrius,8,median
1,1.0,1.414,0.2852381991434639,Lycenchelys sarsii,8,median
1,1.0,1.414,0.28794908936212205,Glyptocephalus cynoglossus,8,median
1,1.0,1.414,0.28886359013668816,Platichthys flesus,9,median
1,1.0,1.414,0.2854504323414033,Aphia minuta,9,median
1,1.0,1.414,0.28684734771059306,Chelidonichthys cuculus,9,median
1,1.0,1.414,0.2889651266497949,Dicentrarchus labrax,9,median
1,1.0,1.414,0.28555987715140674,Scophthalmus rhombus,9,median
1,1.0,1.414,0.2886192285914918,Trachinus draco,9,median
1,1.0,1.414,0.2908964617089974,Hippoglossoides platessoides,9,median
1,1.0,1.414,0.28726339678430957,Lumpenus lampretaeformis,9,median
1,1.0,1.414,0.29022511200947776,Lycodes vahlii,9,median
1,1.0,1.414,0.28846828491730897,Enchelyopus cimbrius,9,median
1,1.0,1.414,0.2863798566450104,Lycenchelys sarsii,9,median
1,1.0,1.414,0.2882014334405097,Glyptocephalus cynoglossus,9,median
1,1.0,1.414,0.2918912768470856,Platichthys flesus,10,median
1,1.0,1.414,0.2859989369691245,Aphia minuta,10,median
1,1.0,1.414,0.28504589023725924,Chelidonichthys cuculus,10,median
1,1.0,1.414,0.28785089720657786,Dicentrarchus labrax,10,median
1,1.0,1.414,0.2865997168194546,Scophthalmus rhombus,10,median
1,1.0,1.414,0.2882732467308457,Trachinus draco,10,median
1,1.0,1.414,0.2884986642289854,Hippoglossoides platessoides,10,median
1,1.0,1.414,0.2870528861402575,Lumpenus lampretaeformis,10,median
1,1.0,1.414,0.2885959747248553,Lycodes vahlii,10,median
1,1.0,1.414,0.28640268136279373,Enchelyopus cimbrius,10,median
1,1.0,1.414,0.29032822264130115,Lycenchelys sarsii,10,median
1,1.0,1.414,0.28777403642740373,Glyptocephalus cynoglossus,10,median
1,1.0,1.414,0.2866580034624082,Platichthys flesus,11,median
1,1.0,1.414,0.285539781037879,Aphia minuta,11,median
1,1.0,1.414,0.28626880357470175,Chelidonichthys cuculus,11,median
1,1.0,1.414,0.2856720369605683,Dicentrarchus labrax,11,median
1,1.0,1.414,0.2911419387001165,Scophthalmus rhombus,11,median
1,1.0,1.414,0.28630333610376135,Trachinus draco,11,median
1,1.0,1.414,0.2858998738679246,Hippoglossoides platessoides,11,median
1,1.0,1.414,0.2854957784920822,Lumpenus lampretaeformis,11,median
1,1.0,1.414,0.2879036647220975,Lycodes vahlii,11,median
1,1.0,1.414,0.2868650187825028,Enchelyopus cimbrius,11,median
1,1.0,1.414,0.28638236542180606,Lycenchelys sarsii,11,median
1,1.0,1.414,0.2863355226704677,Glyptocephalus cynoglossus,11,median
1,1.0,1.414,0.2902668037302022,Platichthys flesus,12,median
1,1.0,1.414,0.28763187207173946,Aphia minuta,12,median
1,1.0,1.414,0.2869745367462785,Chelidonichthys cuculus,12,median
1,1.0,1.414,0.29061736184688625,Dicentrarchus labrax,12,median
1,1.0,1.414,0.28976984305579684,Scophthalmus rhombus,12,median
1,1.0,1.414,0.28451617834896514,Trachinus draco,12,median
1,1.0,1.414,0.28577931972851367,Hippoglossoides platessoides,12,median
1,1.0,1.414,0.2842958526274419,Lumpenus lampretaeformis,12,median
1,1.0,1.414,0.28853813448022586,Lycodes vahlii,12,median
1,1.0,1.414,0.2866245836438245,Enchelyopus cimbrius,12,median
1,1.0,1.414,0.2873941046343071,Lycenchelys sarsii,12,median
1,1.0,1.414,0.28560628969589186,Glyptocephalus cynoglossus,12,median
1,1.0,1.414,0.2874378348669532,Platichthys flesus,13,median
1,1.0,1.414,0.28765636190672694,Aphia minuta,13,median
1,1.0,1.414,0.284358215431727,Chelidonichthys cuculus,13,median
1,1.0,1.414,0.28635063096278746,Dicentrarchus labrax,13,median
1,1.0,1.414,0.2888079053968374,Scophthalmus rhombus,13,median
1,1.0,1.414,0.2870194276914695,Trachinus draco,13,median
1,1.0,1.414,0.28682093822889065,Hippoglossoides platessoides,13,median
1,1.0,1.414,0.2875521206514111,Lumpenus lampretaeformis,13,median
1,1.0,1.414,0.2885029782788502,Lycodes vahlii,13,median
1,1.0,1.414,0.2846336908603569,Enchelyopus cimbrius,13,median
1,1.0,1.414,0.2876797877610895,Lycenchelys sarsii,13,median
1,1.0,1.414,0.28939261667602595,Glyptocephalus cynoglossus,13,median
1,1.0,1.414,0.28454543413317585,Platichthys flesus,14,median
1,1.0,1.414,0.2846828264853496,Aphia minuta,14,median
1,1.0,1.414,0.28682929654192635,Chelidonichthys cuculus,14,median
1,1.0,1.414,0.2869433499960861,Dicentrarchus labrax,14,median
1,1.0,1.414,0.28872678424827963,Scophthalmus rhombus,14,median
1,1.0,1.414,0.2888732678925531,Trachinus draco,14,median
1,1.0,1.414,0.28686826793101183,Hippoglossoides platessoides,14,median
1,1.0,1.414,0.2869003977973207,Lumpenus lampretaeformis,14,median
1,1.0,1.414,0.2883558166800728,Lycodes vahlii,14,median
1,1.0,1.414,0.29072517631730177,Enchelyopus cimbrius,14,median
1,1.0,1.414,0.2840484827715409,Lycenchelys sarsii,14,median
1,1.0,1.414,0.2891929943339331,Glyptocephalus cynoglossus,14,median
1,1.0,1.414,0.28321915771593825,Platichthys flesus,15,median
1,1.0,1.414,0.28835323946719343,Aphia minuta,15,median
1,1.0,1.414,0.28931122537036513,Chelidonichthys cuculus,15,median
1,1.0,1.414,0.2881689777172318,Dicentrarchus labrax,15,median
1,1.0,1.414,0.28465878934900946,Scophthalmus rhombus,15,median
1,1.0,1.414,0.2807227027901503,Trachinus draco,15,median
1,1.0,1.414,0.28814387734706826,Hippoglossoides platessoides,15,median
1,1.0,1.414,0.28671729124207024,Lumpenus lampretaeformis,15,median
1,1.0,1.414,0.2875605479142163,Lycodes vahlii,15,median
1,1.0,1.414,0.28655178421533367,Enchelyopus cimbrius,15,median
1,1.0,1.414,0.2881756729883887,Lycenchelys sarsii,15,median
1,1.0,1.414,0.2871685723305696,Glyptocephalus cynoglossus,15,median
1,1.0,1.414,0.2887909440427656,Platichthys flesus,16,median
1,1.0,1.414,0.2897820016835375,Aphia minuta,16,median
1,1.0,1.414,0.2877977472061799,Chelidonichthys cuculus,16,median
1,1.0,1.414,0.28875152904707757,Dicentrarchus labrax,16,median
1,1.0,1.414,0.28573467577815975,Scophthalmus rhombus,16,median
1,1.0,1.414,0.28403683186766593,Trachinus draco,16,median
1,1.0,1.414,0.28703147791446426,Hippoglossoides platessoides,16,median
1,1.0,1.414,0.2849104919093771,Lumpenus lampretaeformis,16,median
1,1.0,1.414,0.2866342556703225,Lycodes vahlii,16,median
1,1.0,1.414,0.2906375728800202,Enchelyopus cimbrius,16,median
1,1.0,1.414,0.29065328311606087,Lycenchelys sarsii,16,median
1,1.0,1.414,0.28683048562100527,Glyptocephalus cynoglossus,16,median
1,1.0,1.414,0.2899277982241176,Platichthys flesus,17,median
1,1.0,1.414,0.2889221603782894,Aphia minuta,17,median
1,1.0,1.414,0.2873024741682006,Chelidonichthys cuculus,17,median
1,1.0,1.414,0.2808119616510443,Dicentrarchus labrax,17,median
1,1.0,1.414,0.28650522842798043,Scophthalmus rhombus,17,median
1,1.0,1.414,0.2867164384464478,Trachinus draco,17,median
